period,cusip,shrs,value_thousands,n_holders
2022-03-31,589889104,53049892.0000,8867923.0000,390
2022-03-31,913483103,11126733.0000,1057555.0000,207
2022-03-31,565849106,552664048.0000,78296316.0000,1010
2022-03-31,69349H107,78912825.0000,12446393.0000,370
2022-03-31,105368203,165909042.0000,19956523.0000,380
2022-03-31,87157D109,37902199.0000,36636318.0000,524
2022-03-31,564563104,26902410.0000,7723072.0000,363
2022-03-31,97650W108,51215716.0000,26466382.0000,514
2022-03-31,231561101,31217335.0000,20561058.0000,521
2022-03-31,707569109,129337105.0000,25838051.0000,716
2022-03-31,830566105,126231290.0000,15771571.0000,471
2022-03-31,03662Q105,77632896.0000,399911093.0000,1070
2022-03-31,024061103,102978963.0000,3823676.0000,321
2022-03-31,361438104,5503202.0000,131428.0000,83
2022-03-31,030506109,15684211.0000,1803779.0000,244
2022-03-31,G16962105,126480429.0000,507084036.0000,833
2022-03-31,88579Y101,373780286.0000,580626346.0000,2935
2022-03-31,133131102,97180780.0000,152410388.0000,754
2022-03-31,477143101,246376061.0000,34670535.0000,523
2022-03-31,07556Q881,23833875.0000,1984129.0000,186
2022-03-31,062540109,29101048.0000,11434406.0000,440
2022-03-31,297178105,60865344.0000,274135659.0000,845
2022-03-31,78442P106,265954297.0000,310055841.0000,471
2022-03-31,988498101,220124173.0000,274535618.0000,1513
2022-03-31,169905106,33294805.0000,17301487.0000,442
2022-03-31,832696405,87375348.0000,141738835.0000,1160
2022-03-31,29355X107,19657260.0000,5330202.0000,322
2022-03-31,419596101,14945130.0000,1232466.0000,231
2022-03-31,811707801,50871241.0000,4888506.0000,324
2022-03-31,59001A102,33658042.0000,10858066.0000,415
2022-03-31,83088M102,116720849.0000,194591672.0000,1287
2022-03-31,80874P109,86673038.0000,80317779.0000,324
2022-03-31,11373M107,62789691.0000,3079320.0000,283
2022-03-31,198516106,29860943.0000,13022503.0000,437
2022-03-31,75689M101,15289085.0000,526842.0000,155
2022-03-31,046433108,18573988.0000,1680306.0000,158
2022-03-31,879080109,16424600.0000,2959978.0000,159
2022-03-31,043113208,4435455.0000,4157558.0000,141
2022-03-31,629156407,4867527.0000,45626.0000,80
2022-03-31,63633D104,29741775.0000,15027945.0000,341
2022-03-31,65336K103,37896605.0000,29945569.0000,607
2022-03-31,682143102,28775234.0000,1027084.0000,194
2022-03-31,25381B101,8406095.0000,251063.0000,104
2022-03-31,68375N103,191294000.0000,2929702.0000,309
2022-03-31,69336V101,52026528.0000,2138880.0000,236
2022-03-31,700666100,6788964.0000,149728.0000,97
2022-03-31,30292L107,4439955.0000,10848205.0000,120
2022-03-31,704699107,13101103.0000,950515.0000,186
2022-03-31,70509V100,140428441.0000,21098167.0000,389
2022-03-31,70931T103,66083521.0000,4071792.0000,287
2022-03-31,74164F103,48165726.0000,7058513.0000,263
2022-03-31,74874Q100,49790105.0000,1407367.0000,232
2022-03-31,126128107,7118186.0000,356822.0000,129
2022-03-31,127537207,10491366.0000,25863.0000,104
2022-03-31,13100M509,52266873.0000,17729311.0000,332
2022-03-31,14574X104,18738806.0000,229642.0000,117
2022-03-31,147448104,49563083.0000,12745170.0000,393
2022-03-31,157085101,148940062.0000,2157081.0000,254
2022-03-31,16208T102,41735585.0000,1545680.0000,248
2022-03-31,165303108,13206831.0000,10486231.0000,367
2022-03-31,174740100,11528225.0000,83750.0000,81
2022-03-31,20563P101,1121761.0000,33081.0000,59
2022-03-31,218352102,80591978.0000,6633176.0000,326
2022-03-31,225310101,8597496.0000,19498022.0000,367
2022-03-31,24869P104,53617737.0000,4637475.0000,223
2022-03-31,25264R207,1976173.0000,786477.0000,179
2022-03-31,25960R105,21128273.0000,2597392.0000,215
2022-03-31,268158201,101073732.0000,3619633.0000,278
2022-03-31,293712105,25413367.0000,3761153.0000,286
2022-03-31,29382R107,48910322.0000,445368.0000,177
2022-03-31,29472R108,166308726.0000,140095678.0000,651
2022-03-31,30063P105,165102485.0000,102631370.0000,796
2022-03-31,313148306,7033268.0000,2064624.0000,261
2022-03-31,31866P102,4320752.0000,182030.0000,98
2022-03-31,32055Y201,79465175.0000,7484613.0000,372
2022-03-31,336901103,17944272.0000,3473570.0000,205
2022-03-31,353469109,8452103.0000,432504.0000,148
2022-03-31,373865104,11591847.0000,4529574.0000,179
2022-03-31,842873101,6109904.0000,363104.0000,147
2022-03-31,843380106,4773903.0000,422962.0000,125
2022-03-31,86606G101,3708504.0000,2537194.0000,94
2022-03-31,87164F105,54098792.0000,2272301.0000,194
2022-03-31,81752R100,23639312.0000,1139579.0000,170
2022-03-31,90041L105,15380425.0000,1028861.0000,192
2022-03-31,923451108,46634010.0000,22471373.0000,331
2022-03-31,92672L107,158475333.0000,6369785.0000,243
2022-03-31,98138J206,49421770.0000,1291841.0000,285
2022-03-31,00215F107,10042712.0000,557877.0000,171
2022-03-31,320866106,6689361.0000,789830.0000,145
2022-03-31,381013101,20498727.0000,11248509.0000,239
2022-03-31,90138F102,140413282.0000,227566908.0000,1312
2022-03-31,397624206,2715193.0000,442006.0000,122
2022-03-31,054540208,27069208.0000,6960467.0000,415
2022-03-31,42704L104,28150993.0000,39268243.0000,390
2022-03-31,45826H109,32360177.0000,7174417.0000,369
2022-03-31,34959J108,337595854.0000,214062612.0000,1111
2022-03-31,43940T109,102358214.0000,8034542.0000,325
2022-03-31,53223X107,76406338.0000,89301390.0000,633
2022-03-31,820017101,10978582.0000,229530.0000,104
2022-03-31,44934S206,12522167.0000,64667.0000,103
2022-03-31,74934Q108,4250462.0000,359423.0000,147
2022-03-31,G51502105,608477630.0000,390030695.0000,1325
2022-03-31,87357P100,18247205.0000,1179053.0000,208
2022-03-31,205768302,74154896.0000,6071759.0000,261
2022-03-31,30257X104,31742227.0000,3993299.0000,252
2022-03-31,044186104,51854330.0000,25491628.0000,464
2022-03-31,92047W101,163042506.0000,22626936.0000,554
2022-03-31,26856L103,47978592.0000,4457594.0000,274
2022-03-31,58506Q109,27152345.0000,33955450.0000,500
2022-03-31,047649108,41538177.0000,17330381.0000,471
2022-03-31,32051X108,128394640.0000,11261768.0000,365
2022-03-31,453204109,21756743.0000,6715684.0000,273
2022-03-31,37954A204,46356936.0000,2332094.0000,279
2022-03-31,49714P108,18976310.0000,11626445.0000,449
2022-03-31,74366E102,50671650.0000,3367067.0000,205
2022-03-31,74587B101,4221744.0000,26552.0000,78
2022-03-31,747906501,40681504.0000,98955.0000,132
2022-03-31,749397105,117353154.0000,27901329.0000,387
2022-03-31,084310101,47122712.0000,1023578.0000,176
2022-03-31,38046W105,85614082.0000,143317.0000,163
2022-03-31,019818103,27264431.0000,388965.0000,136
2022-03-31,615111101,26219862.0000,92035573.0000,237
2022-03-31,77311W101,80310617.0000,8254482.0000,321
2022-03-31,56854Q200,29952731.0000,280391.0000,115
2022-03-31,68373J104,111620986.0000,5411872.0000,273
2022-03-31,096308101,8190204.0000,242589.0000,132
2022-03-31,12571T100,27940000.0000,11999158.0000,439
2022-03-31,88087E100,117531535.0000,15391504.0000,392
2022-03-31,377320106,40640090.0000,1122686.0000,236
2022-03-31,16961L106,44176458.0000,721870.0000,144
2022-03-31,81181C104,164487118.0000,158249972.0000,727
2022-03-31,928881101,148452757.0000,12547741.0000,627
2022-03-31,04271T100,136288954.0000,3155098.0000,292
2022-03-31,13057Q305,75617720.0000,7025810.0000,318
2022-03-31,58450V104,39298270.0000,650246.0000,140
2022-03-31,527064109,188857009.0000,8325374.0000,363
2022-03-31,09354A100,13398368.0000,6153495.0000,269
2022-03-31,05875B106,37369739.0000,2171302.0000,224
2022-03-31,92556V106,879000749.0000,71972935.0000,1409
2022-03-31,89422G107,69822405.0000,3520301.0000,247
2022-03-31,56600D107,127478231.0000,106792627.0000,356
2022-03-31,146103106,8958163.0000,155592.0000,112
2022-03-31,20602D101,40333204.0000,18503557.0000,522
2022-03-31,00258W108,29896823.0000,1481139.0000,271
2022-03-31,74319R101,56890409.0000,3963280.0000,334
2022-03-31,03748R747,139701648.0000,6032388.0000,281
2022-03-31,82452J109,60642102.0000,24817391.0000,345
2022-03-31,25809K105,266871559.0000,86401103.0000,582
2022-03-31,12468P104,44576809.0000,5870629.0000,320
2022-03-31,192010106,13834636.0000,86521.0000,86
2022-03-31,01749D105,88871567.0000,4852290.0000,268
2022-03-31,01626L105,31806355.0000,68420.0000,121
2022-03-31,03044L105,115434670.0000,7160608.0000,250
2022-03-31,00402L107,87240604.0000,6579315.0000,427
2022-03-31,26818M108,47257390.0000,1773512.0000,138
2022-03-31,04746L104,26337242.0000,1703619.0000,137
2022-03-31,04683R106,54940114.0000,770072.0000,182
2022-03-31,60510V108,15221528.0000,192510.0000,137
2022-03-31,270087109,21131518.0000,111786.0000,108
2022-03-31,09075X108,4178309.0000,7057.0000,65
2022-03-31,892356106,91520521.0000,263910003.0000,1393
2022-03-31,05561Q201,25952851.0000,8492173.0000,293
2022-03-31,92276F100,370462389.0000,339213641.0000,944
2022-03-31,63910B102,15892508.0000,445726.0000,145
2022-03-31,192446102,474232138.0000,385023892.0000,1416
2022-03-31,090572207,18909248.0000,223490901.0000,779
2022-03-31,428567101,13481727.0000,1719084.0000,307
2022-03-31,20825C104,1034090112.0000,700894935.0000,2595
2022-03-31,48123V102,46152475.0000,15176666.0000,444
2022-03-31,758849103,155574984.0000,159778315.0000,632
2022-03-31,529043101,280994739.0000,31332982.0000,443
2022-03-31,48203R104,295678180.0000,117624817.0000,738
2022-03-31,018802108,188258904.0000,83406237.0000,886
2022-03-31,127190304,20444559.0000,29886714.0000,582
2022-03-31,30226D106,111637330.0000,5725598.0000,324
2022-03-31,526107107,24314426.0000,60375230.0000,619
2022-03-31,171340102,200168440.0000,189190190.0000,1283
2022-03-31,589378108,58044492.0000,11540844.0000,373
2022-03-31,25179M103,544152458.0000,254068144.0000,1467
2022-03-31,375558103,976897765.0000,905640695.0000,2217
2022-03-31,G7496G103,41539768.0000,35330527.0000,479
2022-03-31,719405102,53989649.0000,3067657.0000,313
2022-03-31,315616102,56606929.0000,276013273.0000,815
2022-03-31,00738A106,48556328.0000,5363344.0000,278
2022-03-31,911312106,519169849.0000,1043917820.0000,2905
2022-03-31,00846U101,257847457.0000,457982634.0000,1336
2022-03-31,029899101,26748511.0000,13930656.0000,452
2022-03-31,03820C105,35464376.0000,10131588.0000,387
2022-03-31,049560105,124936711.0000,161533023.0000,885
2022-03-31,067806109,42947592.0000,6830372.0000,320
2022-03-31,08160H101,32818683.0000,2633020.0000,254
2022-03-31,092113109,57082148.0000,15300252.0000,452
2022-03-31,576690101,18907504.0000,4099517.0000,314
2022-03-31,149205106,12411192.0000,301430.0000,158
2022-03-31,163072101,41926871.0000,13161973.0000,356
2022-03-31,191098102,3615933.0000,5134382.0000,367
2022-03-31,303250104,22017985.0000,180200103.0000,788
2022-03-31,201723103,103273231.0000,15844133.0000,503
2022-03-31,318672706,181779845.0000,7463476.0000,356
2022-03-31,216648402,48408648.0000,206943993.0000,896
2022-03-31,398433102,42299502.0000,2201857.0000,237
2022-03-31,398905109,15917996.0000,8239706.0000,421
2022-03-31,426281101,65664450.0000,181799493.0000,947
2022-03-31,374163103,182774879.0000,670038.0000,200
2022-03-31,376536108,18978448.0000,1802041.0000,229
2022-03-31,378973408,325535750.0000,1720113.0000,240
2022-03-31,393222104,58516102.0000,10030084.0000,312
2022-03-31,40637H109,125349804.0000,16505778.0000,456
2022-03-31,42722X106,27469261.0000,2348337.0000,223
2022-03-31,432748101,49410278.0000,5872164.0000,298
2022-03-31,43689E107,3410622.0000,214220.0000,120
2022-03-31,448947507,10692250.0000,16391623.0000,179
2022-03-31,45253H101,192492200.0000,2074724.0000,315
2022-03-31,45665G303,39056425.0000,55996.0000,127
2022-03-31,479167108,6528508.0000,1326875.0000,193
2022-03-31,489398107,108021475.0000,20396498.0000,320
2022-03-31,50077B207,104971802.0000,8401032.0000,340
2022-03-31,53220K504,15508883.0000,4992147.0000,302
2022-03-31,532746104,8669785.0000,329472.0000,100
2022-03-31,596680108,12444796.0000,4435022.0000,277
2022-03-31,598511103,10289866.0000,2638715.0000,141
2022-03-31,600551204,9412479.0000,1097177.0000,153
2022-03-31,60649T107,15787825.0000,151460.0000,122
2022-03-31,46333X108,163553588.0000,6208007.0000,331
2022-03-31,066849100,7819273.0000,673942.0000,166
2022-03-31,29404K106,55726146.0000,10182850.0000,410
2022-03-31,444097109,142177347.0000,38964612.0000,399
2022-03-31,G3323L100,35853514.0000,9582468.0000,408
2022-03-31,02361E108,28470681.0000,25154348.0000,311
2022-03-31,92335C106,22625979.0000,1303910.0000,176
2022-03-31,50105F105,17494460.0000,1491376.0000,186
2022-03-31,69404D108,221581580.0000,5071772.0000,346
2022-03-31,44267D107,48370245.0000,12747024.0000,392
2022-03-31,099502106,116732139.0000,88060134.0000,735
2022-03-31,37045V100,1156076398.0000,477550081.0000,1799
2022-03-31,50212V100,78242601.0000,95731907.0000,705
2022-03-31,78573L106,196821610.0000,25314251.0000,477
2022-03-31,33616C100,167623813.0000,320507545.0000,1103
2022-03-31,339041105,69336485.0000,126031510.0000,798
2022-03-31,14057J101,103788088.0000,3407561.0000,269
2022-03-31,67103H107,54407573.0000,305623786.0000,1521
2022-03-31,92839U206,29122558.0000,24684869.0000,402
2022-03-31,024013104,57201243.0000,13541897.0000,321
2022-03-31,05990K106,58104902.0000,2677172.0000,257
2022-03-31,262077100,37407669.0000,79930.0000,132
2022-03-31,462260100,154568461.0000,10355629.0000,358
2022-03-31,24665A103,65508703.0000,8753275.0000,284
2022-03-31,05722G100,989151212.0000,218809150.0000,1011
2022-03-31,46590V100,99419588.0000,23323574.0000,354
2022-03-31,75737F108,96606316.0000,3941601.0000,348
2022-03-31,729640102,33512098.0000,3136052.0000,229
2022-03-31,10922N103,59560089.0000,22029263.0000,558
2022-03-31,18270P109,22579988.0000,5480267.0000,170
2022-03-31,185899101,314263590.0000,85556503.0000,824
2022-03-31,499049104,142912701.0000,63992076.0000,720
2022-03-31,71639T106,30107261.0000,1478054.0000,233
2022-03-31,04685N103,40956495.0000,43733.0000,129
2022-03-31,124411109,16950224.0000,2115566.0000,189
2022-03-31,38741L107,33848972.0000,1577691.0000,249
2022-03-31,74930B105,7185944.0000,244564.0000,107
2022-03-31,3621LQ109,24126546.0000,521904.0000,177
2022-03-31,483119103,24388369.0000,54978.0000,117
2022-03-31,87266M107,43531337.0000,1683799.0000,193
2022-03-31,96758W101,75714960.0000,2464710.0000,209
2022-03-31,59045L106,81089006.0000,4170212.0000,193
2022-03-31,09215C105,142267906.0000,96254085.0000,626
2022-03-31,40701T104,4597776.0000,64495.0000,91
2022-03-31,346232101,16541392.0000,1166944.0000,175
2022-03-31,87105L104,127491835.0000,21747375.0000,390
2022-03-31,141788109,101996831.0000,17261370.0000,378
2022-03-31,60937P106,60349445.0000,138586970.0000,786
2022-03-31,63845R107,95743289.0000,23870313.0000,315
2022-03-31,876030107,229310911.0000,55718448.0000,794
2022-03-31,83125X103,22284551.0000,4805688.0000,301
2022-03-31,021369103,48865260.0000,18895926.0000,284
2022-03-31,90187B408,228346112.0000,3733766.0000,363
2022-03-31,30057T105,112196429.0000,136002070.0000,426
2022-03-31,46266C105,162708476.0000,734619626.0000,1342
2022-03-31,77543R102,92385603.0000,127380231.0000,879
2022-03-31,563571405,26991383.0000,2533272.0000,222
2022-03-31,13765N107,72371884.0000,5453953.0000,313
2022-03-31,78781P105,99621702.0000,21914489.0000,387
2022-03-31,762544104,99948892.0000,1688620.0000,193
2022-03-31,12653C108,185980685.0000,9399298.0000,426
2022-03-31,20854L108,26360008.0000,3298808.0000,262
2022-03-31,12529R107,37222578.0000,902447.0000,173
2022-03-31,344174107,24403088.0000,371463.0000,82
2022-03-31,368036109,38543586.0000,435383.0000,132
2022-03-31,50107A104,37556520.0000,271636.0000,138
2022-03-31,501575104,45538085.0000,20117041.0000,204
2022-03-31,50736T102,2642142.0000,9522.0000,78
2022-03-31,23821D100,148187034.0000,5828451.0000,176
2022-03-31,413197104,46123463.0000,3109267.0000,265
2022-03-31,45720L107,24588711.0000,547898.0000,141
2022-03-31,690145107,51272663.0000,5504034.0000,239
2022-03-31,68236R103,19412686.0000,34540.0000,79
2022-03-31,74006W108,45426636.0000,1025398.0000,153
2022-03-31,74065P101,34108502.0000,16937199.0000,106
2022-03-31,85209E109,17091845.0000,34356.0000,63
2022-03-31,78472W104,15819734.0000,76160.0000,73
2022-03-31,82024L103,23973297.0000,155868.0000,117
2022-03-31,87650L103,13210506.0000,222288.0000,71
2022-03-31,877619106,16374569.0000,106718.0000,114
2022-03-31,03750L109,155208487.0000,66645650.0000,482
2022-03-31,86333M108,39467913.0000,3039676.0000,295
2022-03-31,24790A101,52637786.0000,14682700.0000,269
2022-03-31,22041X102,19410332.0000,854938.0000,227
2022-03-31,27627N105,95374111.0000,5687991.0000,292
2022-03-31,69353Y103,55011227.0000,4680636.0000,147
2022-03-31,85914M107,47362761.0000,2973233.0000,198
2022-03-31,86646P103,81605570.0000,4305085.0000,221
2022-03-31,15202L107,12702986.0000,8033177.0000,269
2022-03-31,745848101,34692775.0000,1083724.0000,164
2022-03-31,62955J103,375164018.0000,102445483.0000,506
2022-03-31,45580R103,6907971.0000,504681.0000,104
2022-03-31,60783X104,14558617.0000,3324026.0000,262
2022-03-31,51509P103,6424051.0000,54932.0000,78
2022-03-31,550241103,789308230.0000,64223624.0000,1031
2022-03-31,08265T208,92112070.0000,33311216.0000,405
2022-03-31,22948Q101,3582297.0000,259598.0000,172
2022-03-31,25432X102,28894429.0000,3042042.0000,240
2022-03-31,985510106,25413249.0000,178360.0000,141
2022-03-31,05614L209,69237317.0000,574163.0000,158
2022-03-31,894164102,74330544.0000,23294706.0000,528
2022-03-31,01644J108,43343624.0000,625528.0000,124
2022-03-31,565788106,39333638.0000,5054809.0000,455
2022-03-31,782011100,49023242.0000,11908789.0000,187
2022-03-31,142552108,29162536.0000,160040.0000,140
2022-03-31,254423106,15349247.0000,2852079.0000,270
2022-03-31,45765U103,37571860.0000,24347278.0000,385
2022-03-31,466032109,14593195.0000,8514052.0000,328
2022-03-31,483548103,24669469.0000,3000350.0000,247
2022-03-31,552676108,50079913.0000,7926275.0000,412
