cik,entityName,val,accn,end,fy,fp,form,filed,frame,year,tag,is_10k
940944,DARDEN RESTAURANTS INC,207500000.0,0000940944-21-000041,2019-05-26,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
940944,"DARDEN RESTAURANTS, INC.",330300000.0,0000940944-22-000042,2020-05-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
940944,"DARDEN RESTAURANTS, INC.",45400000.0,0000940944-23-000037,2021-05-30,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
940944,"DARDEN RESTAURANTS, INC.",1071300000.0,0000940944-24-000035,2022-05-29,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
940944,"DARDEN RESTAURANTS, INC.",458700000.0,0000940944-25-000038,2023-05-28,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
940944,"DARDEN RESTAURANTS, INC.",453900000.0,0000940944-26-000025,2024-05-26,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
940944,"DARDEN RESTAURANTS, INC.",418200000.0,0000940944-26-000025,2025-05-25,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
940944,"DARDEN RESTAURANTS, INC.",671700000.0,0000940944-26-000025,2026-05-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,387787000.0,0001140361-18-038105,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,212176000.0,0001628280-19-002095,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,0.0,0001628280-19-002095,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,0.0,0001628280-21-002557,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,0.0,0001628280-22-002997,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,207000000.0,0001628280-23-003675,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,300000000.0,0001628280-24-004774,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,473000000.0,0001628280-25-005100,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,409000000.0,0001628280-26-008067,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,1097000000.0,0001628280-26-008067,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,223000000.0,0001628280-26-008067,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
943819,ResMed Inc.,160300000.0,0001193125-17-248016,2015-06-30,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
943819,ResMed Inc.,102058000.0,0000943819-18-000013,2016-06-30,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
943819,ResMed Inc.,53801000.0,0000943819-20-000013,2018-06-30,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
943819,RESMED INC,22844000.0,0000943819-21-000017,2019-06-30,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
943819,ResMed Inc.,0.0,0000943819-24-000013,2022-06-30,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
943819,ResMed Inc.,0.0,0000943819-25-000035,2023-06-30,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
943819,ResMed Inc.,150011000.0,0000943819-26-000047,2024-06-30,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
943819,ResMed Inc.,300025000.0,0000943819-26-000047,2025-06-30,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
943819,ResMed Inc.,700037000.0,0000943819-26-000047,2026-06-30,,,,,,2026,PaymentsForRepurchaseOfCommonStock,False
946581,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",26552000.0,0001628280-18-006877,2016-03-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
946581,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",0.0,0001628280-19-006691,2017-03-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
946581,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",154792000.0,0001628280-20-008291,2018-03-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
946581,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",362392000.0,0001628280-21-010627,2019-03-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
946581,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",0.0,0001628280-22-014580,2020-03-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
946581,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",0.0,0001628280-23-019851,2021-03-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
946581,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",200000000.0,0001628280-24-024623,2022-03-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
946581,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",0.0,0001628280-24-024623,2023-03-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
946581,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",0.0,0001628280-24-024623,2024-03-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
947484,Arch Capital Group Ltd.,365383000.0,0000947484-18-000012,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
947484,Arch Capital Group Ltd.,75256000.0,0000947484-19-000008,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
947484,Arch Capital Group Ltd.,0.0,0000947484-20-000012,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
947484,Arch Capital Group Ltd.,282762000.0,0000947484-20-000012,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
947484,ARCH CAPITAL GROUP LTD.,2871000.0,0000947484-22-000015,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
947484,ARCH CAPITAL GROUP LTD.,83472000.0,0000947484-23-000015,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
947484,Arch Capital Group Ltd.,1234000000.0,0000947484-24-000020,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
947484,ARCH CAPITAL GROUP LTD.,586000000.0,0000947484-25-000017,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
947484,ARCH CAPITAL GROUP LTD.,0.0,0000947484-26-000017,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
947484,ARCH CAPITAL GROUP LTD.,24000000.0,0000947484-26-000017,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
947484,ARCH CAPITAL GROUP LTD.,1889000000.0,0000947484-26-000017,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1000228,HENRY SCHEIN INC,299852000.0,0001000228-18-000012,2015-12-26,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1000228,HENRY SCHEIN INC,550024000.0,0001000228-19-000015,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1000228,HENRY SCHEIN INC,450000000.0,0001000228-20-000018,2017-12-30,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1000228,HENRY SCHEIN INC,200000000.0,0001000228-21-000019,2018-12-29,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1000228,HENRY SCHEIN INC,525000000.0,0001000228-22-000016,2019-12-28,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1000228,HENRY SCHEIN INC,74000000.0,0001000228-23-000011,2020-12-26,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1000228,HENRY SCHEIN INC,401000000.0,0001000228-24-000011,2021-12-25,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1000228,"HENRY SCHEIN, INC.",485000000.0,0001000228-25-000014,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1000228,"HENRY SCHEIN, INC.",250000000.0,0001000228-26-000013,2023-12-30,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1000228,"HENRY SCHEIN, INC.",385000000.0,0001000228-26-000013,2024-12-28,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1000228,"HENRY SCHEIN, INC.",850000000.0,0001000228-26-000013,2025-12-27,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1000697,Waters Corporation,334705000.0,0001193125-18-060830,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1000697,Waters Corporation,325759000.0,0001193125-19-060858,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1000697,Waters Corporation,332544000.0,0001193125-20-048303,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1000697,Waters Corporation,1315106000.0,0001193125-21-054385,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1000697,Waters Corporation,2469258000.0,0001193125-22-051509,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1000697,Waters Corporation,196409000.0,0001193125-23-050827,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1000697,Waters Corporation,648930000.0,0001193125-24-047491,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1000697,Waters Corporation,626061000.0,0001193125-25-034579,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1000697,Waters Corporation,70277000.0,0001193125-26-062604,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1000697,Waters Corporation,13541000.0,0001193125-26-062604,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1000697,Waters Corporation,14667000.0,0001193125-26-062604,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1001250,The Estee Lauder Companies Inc.,983000000.0,0001104659-17-053604,2015-06-30,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1001250,The Estee Lauder Companies Inc.,890000000.0,0001104659-18-053494,2016-06-30,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1001250,The Estee Lauder Companies Inc.,413000000.0,0001104659-19-047085,2017-06-30,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1001250,The Estee Lauder Companies Inc.,759000000.0,0001001250-20-000065,2018-06-30,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1001250,The Estee Lauder Companies Inc.,1555000000.0,0001001250-21-000127,2019-06-30,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1001250,Estee Lauder Companies Inc,893000000.0,0001001250-22-000122,2020-06-30,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1001250,Estee Lauder Companies Inc,733000000.0,0001001250-23-000112,2021-06-30,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1001250,Estee Lauder Companies Inc,2309000000.0,0001001250-24-000116,2022-06-30,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1001250,Estee Lauder Companies Inc,271000000.0,0001001250-25-000099,2023-06-30,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1001250,Estee Lauder Companies Inc,35000000.0,0001001250-26-000041,2024-06-30,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1001250,Estee Lauder Companies Inc,35000000.0,0001001250-26-000041,2025-06-30,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1001250,Estee Lauder Companies Inc,70000000.0,0001001250-26-000041,2026-06-30,,,,,,2026,PaymentsForRepurchaseOfCommonStock,False
1002047,"NetApp, Inc.",960000000.0,0001564590-18-015820,2016-04-29,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1002047,"NetApp, Inc.",705000000.0,0001564590-19-022779,2017-04-28,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1002047,"NetApp, Inc.",794000000.0,0001564590-20-029349,2018-04-27,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1002047,"NetApp, Inc.",2111000000.0,0001564590-21-033645,2019-04-26,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1002047,"NetApp, Inc.",1411000000.0,0000950170-22-011708,2020-04-24,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1002047,"NetApp, Inc.",125000000.0,0000950170-23-027948,2021-04-30,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1002047,"NetApp, Inc.",600000000.0,0000950170-24-071327,2022-04-29,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1002047,"NetApp, Inc.",850000000.0,0000950170-25-083705,2023-04-28,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1002047,"NetApp, Inc.",900000000.0,0001193125-26-259683,2024-04-26,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1002047,"NetApp, Inc.",1150000000.0,0001193125-26-259683,2025-04-25,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1002047,"NetApp, Inc.",950000000.0,0001193125-26-259683,2026-04-24,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1002910,AMEREN CORPORATION,51000000.0,0001002910-19-000094,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1002910,AMEREN CORPORATION,24000000.0,0001002910-20-000077,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1002910,AMEREN CORPORATION,0.0,0001002910-20-000077,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1002910,AMEREN CORPORATION,0.0,0001002910-20-000077,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1013237,FactSet Research Systems Inc.,256217000.0,0001437749-17-017840,2015-08-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1013237,FactSet Research Systems Inc.,356828000.0,0001437749-18-019028,2016-08-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1013237,FactSet Research Systems Inc.,260978000.0,0001437749-19-020894,2017-08-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1013237,FactSet Research Systems Inc.,303955000.0,0001013237-20-000153,2018-08-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1013237,FactSet Research Systems Inc.,220372000.0,0001013237-21-000142,2019-08-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1013237,FACTSET RESEARCH SYSTEMS INC,199625000.0,0001013237-22-000159,2020-08-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1013237,FACTSET RESEARCH SYSTEMS INC,264702000.0,0001013237-23-000128,2021-08-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1013237,FACTSET RESEARCH SYSTEMS INC.,18639000.0,0001013237-24-000141,2022-08-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1013237,FACTSET RESEARCH SYSTEMS INC.,176720000.0,0001628280-25-045769,2023-08-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1013237,FACTSET RESEARCH SYSTEMS INC.,235235000.0,0001628280-25-045769,2024-08-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1013237,FACTSET RESEARCH SYSTEMS INC.,300457000.0,0001628280-25-045769,2025-08-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1013871,"NRG Energy, Inc",437000000.0,0001013871-18-000011,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1013871,"NRG Energy, Inc",0.0,0001013871-19-000007,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1013871,"NRG Energy, Inc",0.0,0001013871-20-000027,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1013871,"NRG Energy, Inc",1250000000.0,0001013871-21-000005,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1013871,"NRG Energy, Inc",1440000000.0,0001013871-22-000010,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1013871,"NRG Energy, Inc",229000000.0,0001013871-23-000004,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1013871,"NRG Energy, Inc",48000000.0,0001013871-24-000005,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1013871,"NRG Energy, Inc",600000000.0,0001013871-25-000006,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1013871,"NRG Energy, Inc",1150000000.0,0001013871-26-000004,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1013871,"NRG Energy, Inc",935000000.0,0001013871-26-000004,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1013871,"NRG Energy, Inc",1311000000.0,0001013871-26-000004,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1014473,VERISIGN INC/CA,643169000.0,0001014473-18-000018,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1014473,VERISIGN INC/CA,662491000.0,0001014473-19-000005,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1014473,VERISIGN INC/CA,621173000.0,0001014473-20-000006,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1014473,VERISIGN INC/CA,638152000.0,0001014473-21-000005,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1014473,VERISIGN INC/CA,782583000.0,0001014473-22-000007,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1014473,VERISIGN INC/CA,777500000.0,0001014473-23-000005,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1014473,VERISIGN INC/CA,722600000.0,0001014473-24-000006,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1014473,VERISIGN INC/CA,1048100000.0,0001014473-25-000006,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1014473,VERISIGN INC/CA,901400000.0,0001014473-26-000006,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1014473,VERISIGN INC/CA,1225600000.0,0001014473-26-000006,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1014473,VERISIGN INC/CA,881600000.0,0001014473-26-000006,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1018724,"AMAZON.COM, INC.",0.0,0001018724-23-000004,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1018724,"AMAZON.COM, INC.",0.0,0001018724-24-000008,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1018724,"AMAZON.COM, INC.",6000000000.0,0001018724-25-000004,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1018724,"AMAZON.COM, INC.",0.0,0001018724-25-000004,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1018724,"AMAZON.COM, INC.",0.0,0001018724-25-000004,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1022079,Quest Diagnostics Incorporated,224000000.0,0001022079-18-000038,2015-12-31,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1022079,Quest Diagnostics Incorporated,590000000.0,0001022079-19-000030,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1022079,Quest Diagnostics Incorporated,465000000.0,0001022079-20-000017,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1022079,Quest Diagnostics Incorporated,322000000.0,0001022079-21-000029,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1022079,Quest Diagnostics Inc,353000000.0,0001022079-22-000027,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1022079,Quest Diagnostics Inc,325000000.0,0001022079-23-000018,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1022079,Quest Diagnostics Inc,2199000000.0,0001022079-24-000041,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1022079,Quest Diagnostics Inc,1408000000.0,0001022079-25-000044,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1022079,Quest Diagnostics Inc,275000000.0,0001022079-26-000015,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1022079,Quest Diagnostics Inc,151000000.0,0001022079-26-000015,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1022079,Quest Diagnostics Inc,450000000.0,0001022079-26-000015,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1022671,"STEEL DYNAMICS, INC.",25034000.0,0001144204-19-010579,2016-12-31,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1022671,"STEEL DYNAMICS, INC.",252242000.0,0001558370-20-001641,2017-12-31,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1022671,"STEEL DYNAMICS, INC.",523569000.0,0001558370-21-002129,2018-12-31,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1022671,"Steel Dynamics, Inc.",348608000.0,0001558370-22-002377,2019-12-31,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1022671,"Steel Dynamics, Inc.",106529000.0,0001558370-23-002303,2020-12-31,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1022671,"Steel Dynamics, Inc.",1060632000.0,0001558370-24-002152,2021-12-31,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1022671,"Steel Dynamics, Inc.",1800905000.0,0001558370-25-001886,2022-12-31,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1022671,"Steel Dynamics, Inc.",1452203000.0,0001104659-26-021395,2023-12-31,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1022671,"Steel Dynamics, Inc.",1212164000.0,0001104659-26-021395,2024-12-31,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1022671,"Steel Dynamics, Inc.",900870000.0,0001104659-26-021395,2025-12-31,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
1024478,"Rockwell Automation, Inc.",598400000.0,0001024478-17-000034,2015-09-30,,,,,,2015,PaymentsForRepurchaseOfCommonStock,False
1024478,"Rockwell Automation, Inc.",507600000.0,0001024478-18-000032,2016-09-30,,,,,,2016,PaymentsForRepurchaseOfCommonStock,False
1024478,"Rockwell Automation, Inc.",342600000.0,0001024478-19-000044,2017-09-30,,,,,,2017,PaymentsForRepurchaseOfCommonStock,False
1024478,"Rockwell Automation, Inc.",1482300000.0,0001024478-20-000038,2018-09-30,,,,,,2018,PaymentsForRepurchaseOfCommonStock,False
1024478,"ROCKWELL AUTOMATION, INC",1009000000.0,0001024478-21-000083,2019-09-30,,,,,,2019,PaymentsForRepurchaseOfCommonStock,False
1024478,"Rockwell Automation, Inc",264200000.0,0001024478-22-000093,2020-09-30,,,,,,2020,PaymentsForRepurchaseOfCommonStock,False
1024478,"Rockwell Automation, Inc",299700000.0,0001024478-23-000126,2021-09-30,,,,,,2021,PaymentsForRepurchaseOfCommonStock,False
1024478,"Rockwell Automation, Inc",301300000.0,0001024478-24-000107,2022-09-30,,,,,,2022,PaymentsForRepurchaseOfCommonStock,False
1024478,"Rockwell Automation, Inc",312000000.0,0001024478-25-000116,2023-09-30,,,,,,2023,PaymentsForRepurchaseOfCommonStock,False
1024478,"Rockwell Automation, Inc",595000000.0,0001024478-25-000116,2024-09-30,,,,,,2024,PaymentsForRepurchaseOfCommonStock,False
1024478,"Rockwell Automation, Inc",425000000.0,0001024478-25-000116,2025-09-30,,,,,,2025,PaymentsForRepurchaseOfCommonStock,False
